text,title,label,type
"k, foolish tears, back to your native spring! Your tributary drops belong to woe, Which you, mistaking, offer up to joy.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ave you climb'd up to walls and battlements, To towers and windows, yea, to chimney tops, Your infants in your arms, and",THE TRAGEDY OF JULIUS CAESAR,0,train
"ghter's sake, To grant one boon that I shall ask of you. DUKE. I grant it for thine own, whate'er it be. VALENTINE. Thes",THE TWO GENTLEMEN OF VERONA,0,train
"pish. Lear. When were you wont to be so full of songs, sirrah? Fool. I have us'd it, nuncle, ever since thou mad'st thy dau",THE TRAGEDY OF KING LEAR,0,train
"me; and so farewell! Exit VALENTINE PROTEUS. He after honour hunts, I after",THE TWO GENTLEMEN OF VERONA,1,train
"handkerchief? IAGO. What handkerchief? EMILIA. What handkerchief? Why, that the Moor first gave",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"a line of kings. Upon my head they placed a fruitless crown And put a barren sceptre in my gripe, Thence to be wren",THE TRAGEDY OF MACBETH,1,train
"of fear! Friar. Hold! Get you gone, be strong and prosperous In this resolve. I'll send a friar with speed To Mantua,",THE TRAGEDY OF ROMEO AND JULIET,0,train
ntented! 'Tis a naughty night to swim in. Now a little fire in a wild field were like an old lecher's heart- a small s,THE TRAGEDY OF KING LEAR,0,train
"OTHELLO. O, a thousand, a thousand times. And then, of so gentle a condition! IAGO. Ay, too gentle. OTHELLO. Nay, tha",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"sh. Enter Duncan, Malcolm, Donalbain, Lennox, and Attendants. DUNCAN. Is execution done on Cawdor? Are not Those in commi",THE TRAGEDY OF MACBETH,1,train
o absolute That not another comfort like to this Succeeds in unknown fate. DESDEMONA. The heavens for,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
Herself pois'd with herself in either eye; But in that crystal scales let there be weigh'd Your lady's love against,THE TRAGEDY OF ROMEO AND JULIET,1,train
"DESDEMONA. My noble father, I do perceive here a divided duty. To you I am bound for life and educ",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"my blood, Stop up the access and passage to remorse, That no compunctious visitings of nature Shake my fell purpose",THE TRAGEDY OF MACBETH,1,train
"Herald. Servants to Cornwall. Goneril, daughter to Lear. Regan, daughter to Lear. Cordelia, daughter t",THE TRAGEDY OF KING LEAR,1,train
"see thee married once, I have my wish. Wife. Marry, that 'marry' is the very theme I came to talk of. Tell me, daughter Ju",THE TRAGEDY OF ROMEO AND JULIET,1,train
"you perceive them thick. These growing feathers pluck'd from Caesar's wing Will make him fly an ordinary pitch, Who",THE TRAGEDY OF JULIUS CAESAR,0,train
must awhile be patient. What I can do I will; and more I will Than for myself I dare. Let that suffice you. IAGO. Is,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"ave of Brutus and the rest- For Brutus is an honorable man; So are they all, all honorable men- Come I to speak in C",THE TRAGEDY OF JULIUS CAESAR,0,train
"Hautboys. FIRST WITCH. Show! SECOND WITCH. Show! THIRD. WITCH. Show! ALL. Show his eyes, and grieve his heart; Come",THE TRAGEDY OF MACBETH,0,train
"lain To counsel Cassio to this parallel course, Directly to his good? Divinity of hell! When devils will the blackes",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"be, I am obedient. Exeunt Desdemona and Emilia. OTHELLO. Excellent wretch! Perdition",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
", man; I was sent to call thee. LAUNCE. Sir, call me what thou dar'st. PANTHINO. Will thou go? LAUNCE. Well, I will go.",THE TWO GENTLEMEN OF VERONA,0,train
"To rouse thee from thy bed, there art thou dead. Then, as the manner of our country is, In thy best robes uncovered o",THE TRAGEDY OF ROMEO AND JULIET,1,train
"and of the dial is now upon the prick of noon. Nurse. Out upon you! What a man are you! Rom. One, gentlewoman, that God",THE TRAGEDY OF ROMEO AND JULIET,1,train
"y and laughs it out. IAGO. Do you hear, Cassio? OTHELLO. Now he importunes him To tell it o'er. Go to;",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"in life's feast- LADY MACBETH. What do you mean? MACBETH. Still it cried, ""Sleep no more!"" to all the house; ""Glamis ha",THE TRAGEDY OF MACBETH,1,train
"ight And tempt the rheumy and unpurged air To add unto his sickness? No, my Brutus, You have some sick offense withi",THE TRAGEDY OF JULIUS CAESAR,1,train
teous Tybalt! honest gentleman That ever I should live to see thee dead! Jul. What storm is this that blows so contrary?,THE TRAGEDY OF ROMEO AND JULIET,1,train
"The day to cheer and night's dank dew to dry, I must up-fill this osier cage of ours With baleful weeds and precious-jui",THE TRAGEDY OF ROMEO AND JULIET,1,train
"There comes a fellow crying out for help, And Cassio following him with determined sword, To execute upon him. Sir,",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"th toils, and men with flatterers; But when I tell him he hates flatterers, He says he does, being then most flattered.",THE TRAGEDY OF JULIUS CAESAR,0,train
this deed But we the doers. Re-enter Trebonius. CASSIUS. Where is Antony? TREBONIUS. Fled to,THE TRAGEDY OF JULIUS CAESAR,1,train
"above dull woe. Under love's heavy burthen do I sink. Mer. And, to sink in it, should you burthen love- Too great oppr",THE TRAGEDY OF ROMEO AND JULIET,1,train
"y throat. LADY MACBETH. These deeds must not be thought After these ways; so, it will make us mad. MACBETH. I heard a vo",THE TRAGEDY OF MACBETH,0,train
"riar. [aside] I would I knew not why it should be slow'd.- Look, sir, here comes the lady toward my cell.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"es small vices do appear; Robes and furr'd gowns hide all. Plate sin with gold, And the strong lance of justice hurtle",THE TRAGEDY OF KING LEAR,0,train
"teus? HOST. Marry, at my house. Trust me, I think 'tis almost day. JULIA. Not so; but it hath been the longest night Tha",THE TWO GENTLEMEN OF VERONA,1,train
"ave to love where I should love. Julia I lose, and Valentine I lose; If I keep them, I needs must lose myself; If I",THE TWO GENTLEMEN OF VERONA,1,train
"soft! What light through yonder window breaks? It is the East, and Juliet is the sun! Arise, fair sun, and kill the envi",THE TRAGEDY OF ROMEO AND JULIET,0,train
"as high as heaven itself? O, in this love, you love your child so ill That you run mad, seeing that she is well. Sh",THE TRAGEDY OF ROMEO AND JULIET,1,train
"cbeth. LADY MACBETH. What's the business, That such a hideous trumpet calls to parley The sleepers of the house? Spea",THE TRAGEDY OF MACBETH,0,train
"S. Wife, children, servants, all That could be found. MACDUFF. And I must be from thence! My wife kill'd too? ROSS.",THE TRAGEDY OF MACBETH,0,train
"d be crown'd: How that might change his nature, there's the question. It is the bright day that brings forth the adder",THE TRAGEDY OF JULIUS CAESAR,1,train
w? Who's there? Edg. [aside] O gods! Who is't can say 'I am at the worst'? I am worse than e'er I was. Old Man. 'Tis po,THE TRAGEDY OF KING LEAR,0,train
"tery? Thou shalt not die. Die for adultery? No. The wren goes to't, and the small gilded fly Does lecher in my si",THE TRAGEDY OF KING LEAR,0,train
Kent banish'd thus? and France in choler parted? And the King gone to-night? subscrib'd his pow'r? Confin'd to exhibi,THE TRAGEDY OF KING LEAR,0,train
"Whom love hath turn'd almost the wrong side out, To Desdemona hath tonight caroused Potations pottle-deep; and he's",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"friend, is another purse; in it a jewel Well worth a poor man's taking. Fairies and gods Prosper it with thee! Go tho",THE TRAGEDY OF KING LEAR,1,train
"k? I pray thee, let me feel thy cloak upon me. What letter is this same? What's here? 'To Silvia'! And here an engin",THE TWO GENTLEMEN OF VERONA,0,train
"e I will leave you. Tomorrow, if you please to speak with me, I will come home to you, or, if you will, Come home to",THE TRAGEDY OF JULIUS CAESAR,1,train
"d throughout the world. Nurse. (within) Madam! Jul. I come, anon.- But if thou meanest not well, I do beseech thee- Nu",THE TRAGEDY OF ROMEO AND JULIET,1,train
"straight. Wife. We follow thee. Exit [Servingman]. Juliet, the County stays. Nurse. Go, girl, see",THE TRAGEDY OF ROMEO AND JULIET,1,train
"s blood Clean from my hand? No, this my hand will rather The multitudinous seas incarnadine, Making the green one re",THE TRAGEDY OF MACBETH,0,train
"ours? Write them together, yours is as fair a name; Sound them, it doth become the mouth as well; Weigh them, it is",THE TRAGEDY OF JULIUS CAESAR,1,train
", an you will have me live, play 'Heart's ease.' 1. Mus. Why 'Heart's ease'', Pet. O, musicians, because my heart itself pla",THE TRAGEDY OF ROMEO AND JULIET,1,train
"O. 'Tis a strange truth. MONTANO. O monstrous act! EMILIA. Villainy, villainy, villainy! I think upon'",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"his pitcher by the ears? Make haste, lest mine be about your ears ere it be out. Tyb. I am for you.",THE TRAGEDY OF ROMEO AND JULIET,1,train
"And that's far worse than none; better have none Than plural faith, which is too much by one. Thou counterfeit to thy tr",THE TWO GENTLEMEN OF VERONA,1,train
"t, convert to bitt'rest gall. Exit. Rom. If I profane with my unworthiest hand This holy shrine, the gentle fine",THE TRAGEDY OF ROMEO AND JULIET,1,train
"n unto. So, fare you well at once, for Brutus' tongue Hath almost ended his life's history. Night hangs upon mine ey",THE TRAGEDY OF JULIUS CAESAR,1,train
"st worn out thy pump, that, when the single sole of it is worn, the jest may remain, after the wearing, solely singular.",THE TRAGEDY OF ROMEO AND JULIET,1,train
"knave came something saucily into the world before he was sent for, yet was his mother fair, there was good sport at",THE TRAGEDY OF KING LEAR,0,train
"th a mistress, that, when I look on you, I can hardly think you my master. VALENTINE. Are all these things perceiv'd in me",THE TWO GENTLEMEN OF VERONA,1,train
"ou. He that will think to live till he be old, Give me some help!- O cruel! O ye gods! Reg. One side will mock another. T",THE TRAGEDY OF KING LEAR,0,train
"chaste; she loved thee, cruel Moor; So come my soul to bliss, as I speak true; So speaking as I think, I die, I die.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
He is much changed. LODOVICO. Are his wits safe? Is he not light of brain? IAGO. He's that he is. I may not breathe my cens,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"d of To furnish me upon my longing journey. All that is mine I leave at thy dispose, My goods, my lands, my reputati",THE TWO GENTLEMEN OF VERONA,0,train
"mouse! Peace, peace; this piece of toasted cheese will do't. There's my gauntlet; I'll prove it on a giant. Bring up t",THE TRAGEDY OF KING LEAR,0,train
"hat Metellus spake of. Boy, stand aside. Caius Ligarius, how? LIGARIUS. Vouchsafe good morrow from a feeble tongue. BRUT",THE TRAGEDY OF JULIUS CAESAR,1,train
"nhappy girl! With the Moor, say'st thou? Who would be a father! How didst thou know 'twas she? O, she deceives me Pa",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"Ay.' Wife. Enough of this. I pray thee hold thy peace. Nurse. Yes, madam. Yet I cannot choose but laugh To think it shou",THE TRAGEDY OF ROMEO AND JULIET,1,train
"ain foot That leads toward Mantua, whither they are fled. Dispatch, sweet gentlemen, and follow me. Exit",THE TWO GENTLEMEN OF VERONA,1,train
"To paly ashes, thy eyes' windows fall Like death when he shuts up the day of life; Each part, depriv'd of supple gov",THE TRAGEDY OF ROMEO AND JULIET,0,train
"house I'll call; I may command at most. Get weapons, ho! And raise some special officers of night. On, good Roderig",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"strue to thee, All the charactery of my sad brows. Leave me with haste. [Exit Portia.] Lucius, who's that knocks?",THE TRAGEDY OF JULIUS CAESAR,1,train
"The victory fell on us. DUNCAN. Great happiness! ROSS. That now Sweno, the Norways' king, craves composition; No",THE TRAGEDY OF MACBETH,0,train
"I'll flesh ye! Come on, young master! Glou. Weapons? arms? What's the matter here? Corn. Keep peace, upon your lives!",THE TRAGEDY OF KING LEAR,1,train
"SOOTHSAYER. Ay, Caesar, but not gone. A Hail, Caesar! Read this schedule. DECIUS. Trebonius doth desire you to o'er read,",THE TRAGEDY OF JULIUS CAESAR,0,train
"And pity 'tis you liv'd at odds so long. But now, my lord, what say you to my suit? Cap. But saying o'er what I have s",THE TRAGEDY OF ROMEO AND JULIET,1,train
"An instrument of this your calling back, Lay not your blame on me. If you have lost him, Why, I have lost him too.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
ius is A wretched creature and must bend his body If Caesar carelessly but nod on him. He had a fever when he was in,THE TRAGEDY OF JULIUS CAESAR,0,train
"riar. Ah, Juliet, I already know thy grief; It strains me past the compass of my wits. I hear thou must, and nothing may",THE TRAGEDY OF ROMEO AND JULIET,0,train
"uld not be Iago. In following him, I follow but myself; Heaven is my judge, not I for love and duty, But seeming so,",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"harbour wanton lines? To whisper and conspire against my youth? Now, trust me, 'tis an office of great worth, And yo",THE TWO GENTLEMEN OF VERONA,0,train
"passing fair? JULIA. She hath been fairer, madam, than she is. When she did think my master lov'd her well, She, in m",THE TWO GENTLEMEN OF VERONA,0,train
"grandam; to fast, like one that takes diet; to watch, like one that fears robbing; to speak puling, like a beggar at Ha",THE TWO GENTLEMEN OF VERONA,0,train
"hild is dead, And with my child my joys are buried! Friar. Peace, ho, for shame! Confusion's cure lives not In these c",THE TRAGEDY OF ROMEO AND JULIET,0,train
"vant feed. I will tomorrow, And betimes I will, to the weird sisters. More shall they speak; for now I am bent to know,",THE TRAGEDY OF MACBETH,0,train
"Wednesday next- But, soft! what day is this? Par. Monday, my lord. Cap. Monday! ha, ha! Well, Wednesday is too soon.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"es her. IAGO. Sir, would she give you so much of her lips As of her tongue she oft bestows on me, You'ld have enough.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"I, madam? Reg. I speak in understanding. Y'are! I know't. Therefore I do advise you take this note. My lord is dead;",THE TRAGEDY OF KING LEAR,0,train
"converse with him that is wise and says little, to fear judgment, to fight when I cannot choose, and to eat no fish. Lear",THE TRAGEDY OF KING LEAR,0,train
"hrow this In at his window; set this up with wax Upon old Brutus' statue. All this done, Repair to Pompey's Porch, w",THE TRAGEDY OF JULIUS CAESAR,0,train
"They're close dilations, working from the heart, That passion cannot rule. IAGO. For Michael Cassio,",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"ach fancy, each complaint, dislike, He may enguard his dotage with their pow'rs And hold our lives in mercy.- Oswald,",THE TRAGEDY OF KING LEAR,0,train
"love delights in praises! PROTEUS. When I was sick you gave me bitter pills, And I must minister the like to you. VALENT",THE TWO GENTLEMEN OF VERONA,0,train
"apons to the ground And hear the sentence of your moved prince. Three civil brawls, bred of an airy word By thee, ol",THE TRAGEDY OF ROMEO AND JULIET,1,train
"ugh world Stretch him out longer. Edg. He is gone indeed. Kent. The wonder is, he hath endur'd so long. He but usu",THE TRAGEDY OF KING LEAR,1,train
"rt, by art as well as by nature. For this drivelling love is like a great natural that runs lolling up and down to hide",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ld not make her husband a cuckold to make him a monarch? I should venture purgatory for't. DESDEMONA. Beshrew me, if I",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"in life's feast- LADY MACBETH. What do you mean? MACBETH. Still it cried, ""Sleep no more!"" to all the house; ""Glamis ha",THE TRAGEDY OF MACBETH,0,train
"my nightcap too), Make the Moor thank me, love me, and reward me For making him egregiously an ass And practicing up",THE TRAGEDY OF OTHELLO MOOR OF VENICE,1,train
"Servingmen, two or three. Cap. So many guests invite as here are writ.",THE TRAGEDY OF ROMEO AND JULIET,1,train
