text,title,label,type
"ook, sir; but I know not what. Cap. Make haste, make haste. [Exit Fellow.] Sirrah, fetch drier logs. Call Peter; he",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ng on it makes me cry 'Alas!' PROTEUS. Well, give her that ring, and therewithal This letter. That's her chamber. Tell my",THE TWO GENTLEMEN OF VERONA,0,train
"d the silver channel of the Thames, Which, glad of such a burden, proudly swelled And on her bosom bore him toward the sea: He's",Sir Thomas More by Shakespeare,1,train
"or for his valor, and death for his ambition. Who is here so base that would be a bondman? If any, speak, for him have I",THE TRAGEDY OF JULIUS CAESAR,0,train
"ier, and their soldiers.] HUMBER. Hubba, go take a coronet of our horse, As many lancers, and light armed knights As may suffic",Locrine Mucedorus by Shakespeare,1,train
"u stumble not unheedfully. JULIA. Of all the fair resort of gentlemen That every day with parle encounter me, In thy o",THE TWO GENTLEMEN OF VERONA,0,train
"olk in this fashion again whilst I breath. If the devil be amongst us, tis time to hoist sail, and cry roomer. Keep together;",The Merry Devill of Edmonton by Shakespeare,1,train
"nd talk him out of patience; His bed shall seem a school, his board a shrift; I'll intermingle everything he does Wi",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"That same word love makes me to do any thing. EM. Trotter, wheres my father? TROTTER. Why, what a blind d",Fair Em by Shakespeare,1,train
"nd will not use a woman lawlessly. SILVIA. O Valentine, this I endure for thee! Exeunt SCENE IV. Another part o",THE TWO GENTLEMEN OF VERONA,0,train
"nd gods, forgive me that, and prosper him! Reg. Go thrust him out at gates, and let him smell His way to Dover.",THE TRAGEDY OF KING LEAR,0,train
"Exeunt. Manent Musicians [and Nurse]. 1. Mus. Faith, we may put up our pipes and be gone. Nurse. Honest good",THE TRAGEDY OF ROMEO AND JULIET,0,train
"nd oaths; and all those oaths Descended into perjury, to love me. Thou hast no faith left now, unless thou'dst two,",THE TWO GENTLEMEN OF VERONA,0,train
"-may be some spirit that haunts the circle. [Edmond pulls him by the Nose.] PYE. O my nose again! pray conjure then, Captain.",The Puritaine Widdow by Shakespeare,1,train
"ses. LADY MACBETH. O, never Shall sun that morrow see! Your face, my Thane, is as a book where men May read strang",THE TRAGEDY OF MACBETH,0,train
"lemen, I am drunk: this is my ancient, this is my right hand, and this is my left. I am not drunk now; I can stand well",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"morous night. Blind is his love and best befits the dark. Mer. If love be blind, love cannot hit the mark. Now will he",THE TRAGEDY OF ROMEO AND JULIET,0,train
"ALENTINE. I would it were no worse. SPEED. I'll warrant you 'tis as well. 'For often have you writ to her; and she, in mod",THE TWO GENTLEMEN OF VERONA,0,train
"our grace so tractable. Here, take my daughter Blanch; And after my decease the Denmark crown. WILLIAM. Now",Fair Em by Shakespeare,1,train
cure him to his proper health again. SHERIFF. How Sir? recover a dead man? That were most strange of all. [Frances comes to h,The Puritaine Widdow by Shakespeare,1,train
"ver a Defect in this etext within 90 days of receiving it, you can receive a refund of the money (if any) you paid for it by sen",The Puritaine Widdow by Shakespeare,1,train
"r lord, who hath receiv'd you At fortune's alms. You have obedience scanted, And well are worth the want that you have",THE TRAGEDY OF KING LEAR,0,train
"Singe my white head! And thou, all-shaking thunder, Strike flat the thick rotundity o' th' world, Crack Nature's mou",THE TRAGEDY OF KING LEAR,0,train
"ould you would do so much as forsake us, sir; we cannot abide you, we must not be seen in your company. FRAILTY. There is none",The Puritaine Widdow by Shakespeare,1,train
"If ever you disturb our streets again, Your lives shall pay the forfeit of the peace. For this time all the rest de",THE TRAGEDY OF ROMEO AND JULIET,0,train
"hop in that fear, [Aside.] That once I had his Sumner by our selves! CROAMER. My Lord, yet grant one suit unto us all, That t",Sir John Oldcastle by Shakespeare,1,train
of me; the walls are thine. Witness the world that I create thee here My lord and master. Gon. Mean you to enjoy him,THE TRAGEDY OF KING LEAR,0,train
days following each date you prepare (or were legally required to prepare) your annual (or equivalent periodic) tax r,Locrine Mucedorus by Shakespeare,1,train
"mbers. Those that will hear me speak, let 'em stay here; Those that will follow Cassius, go with him; And public rea",THE TRAGEDY OF JULIUS CAESAR,0,train
"OUNG JERNINGHAM. Raymond Mounchesney, come, be frolick, friend, This is the day thou hast expected long. RAYMOND. Pray God, dea",The Merry Devill of Edmonton by Shakespeare,1,train
"BANQUO. [Aside to Macbeth.] That, trusted home, Might yet enkindle you unto the crown, Besides the Thane of Cawdor. Bu",THE TRAGEDY OF MACBETH,0,train
"s. Now, by the honour of my ancestry, I do applaud thy spirit, Valentine, And think thee worthy of an empress' love.",THE TWO GENTLEMEN OF VERONA,0,train
"Pray, chuck, come hither. DESDEMONA. What is your pleasure? OTHELLO. Let me see your eyes;",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"t all the dukes in wat'rish Burgundy Can buy this unpriz'd precious maid of me. Bid them farewell, Cordelia, though un",THE TRAGEDY OF KING LEAR,0,train
"lar, He shall enjoy her: the other loose his head, And all his friends; Nor shall he grudge to fall, Nor thinke he dies with int",The Two Noble Kinsmen by Shakespeare,1,train
"exquisite Art, that the devil himself is French Lackey to him, and runs bare-headed by his horse-belly (when he has one) whom h",The Puritaine Widdow by Shakespeare,1,train
"ies. Your ire is more than mortall; So your helpe be, And as the gods regard ye, fight with Iustice; Ile leave you to your praye",The Two Noble Kinsmen by Shakespeare,1,train
"oach us with an offer to donate. International donations are accepted, but we don't know ANYTHING about how to make them tax-de",A Yorkshire Tragedy by Shakespeare,1,train
ter? And what other oath Than honesty to honesty engaged That this shall be or we will fall for it? Swear priests an,THE TRAGEDY OF JULIUS CAESAR,0,train
"hem?--with all the suburbs were burnt to the ground, and the ashes are left there, for the country wives to wash bucks withall.",Locrine Mucedorus by Shakespeare,1,train
"Oh, pardon me! I will subscribe to go unto the Tower With all submissive willingness, and thereto add My bones to strengthen th",Sir Thomas More by Shakespeare,1,train
"st willingly I go.-- My lords, if you will visit me at Chelsea, We'll go a fishing, and with a cunning net, Not like weak film,",Sir Thomas More by Shakespeare,1,train
"une, 1999 [Etext #1788] ***Project Gutenberg Etext of The Life of Sir John Oldcastle*** *****This file should be named 1788.tx",Sir John Oldcastle by Shakespeare,1,train
"BRUTUS. Be patient till the last. Romans, countrymen, and lovers! Hear me for my cause, and be silent, that you may hear",THE TRAGEDY OF JULIUS CAESAR,0,train
"k. CASSIO. Drunk? They fight. IAGO. [Aside to Roderigo.] Away, I say; go out and cr",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"et love, to whom I must disclose The hidden secrets of a lovers thoughts, Not doubting but to find such kind remorse",Fair Em by Shakespeare,1,train
", well met; tell me how thou doest. MUCEDORUS. I linger life, yet wish for speedy death. AMADINE. Shepherd, although thy banis",Locrine Mucedorus by Shakespeare,1,train
"Ah, Sir, you come too late. MANVILE. What remedy, Trotter? EM. Go, Trotter, my father calls. TROT",Fair Em by Shakespeare,1,train
"DDOW. Brother, be patient, hear me speak: you know I told you that a cunning man told me that you should have a loss, and he ha",The Puritaine Widdow by Shakespeare,1,train
"hath so discovered. Rom. Lady, by yonder blessed moon I swear, That tips with silver all these fruit-tree tops- Jul. O,",THE TRAGEDY OF ROMEO AND JULIET,0,train
"NE. Thanks, worthy shepherd, thanks a thousand times. This gift, assure thy self, contents me more Than greatest bounty of a mig",Locrine Mucedorus by Shakespeare,1,train
"urs. PERITHOUS. Though I know His Ocean needes not my poore drops, yet they Must yeild their tribute there. My precious Maide",The Two Noble Kinsmen by Shakespeare,1,train
"d men and true, stand together, and hear your charge. PRIORESS. First, a mornings take your book, The glass wherein your self",The Merry Devill of Edmonton by Shakespeare,1,train
"necessity: There be more stocks to set poor soldiers in, Than there be houses to relieve them at. OLD MAN. Faith, housekeeping",Sir John Oldcastle by Shakespeare,1,train
"the four elements, the seven planets, and all the particular stars of the pole Antastick, are adversative against me, or else I",Locrine Mucedorus by Shakespeare,1,train
". You, you, sirrah, where's my daughter? Osw. So please you- Exit. Lear. What say",THE TRAGEDY OF KING LEAR,0,train
"me: My love to Manville, thinking he would requite it, hath made me double with my father and you, and many more besi",Fair Em by Shakespeare,1,train
"NG. I cannot think it yet he would be false; But if he be, no matter; let him go. We'll meet both him and them unto their woe.",Sir John Oldcastle by Shakespeare,1,train
"r! [Snatches Romeo's dagger.] This is thy sheath; there rest, and let me die.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"y, Milliscent, his daughter, young Harry Clare; the men booted, the gentlewomen in cloaks and safeguards. Blague, the merry hos",The Merry Devill of Edmonton by Shakespeare,1,train
"Fare thee well, Captain. Come, Corporal and Ancient! thou Shalt hear more news next time we greet thee. CORPORAL. More news!",The Puritaine Widdow by Shakespeare,1,train
"ld her, while she kept it, 'Twould make her amiable and subdue my father Entirely to her love, but if she lost it Or",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"And not without mens pitty. To live still, Have their good wishes; we prevent The loathsome misery of age, beguile The Gowt an",The Two Noble Kinsmen by Shakespeare,1,train
"'d. PROTEUS. And thither will I bring thee, Valentine. VALENTINE. Sweet Proteus, no; now let us take our leave. To Milan",THE TWO GENTLEMEN OF VERONA,0,train
"er, nor an honester; go to, I'll put that in upon mine own knowledge. PORTER. Nay, and ye bait him his due of his housekeeping,",Sir Thomas More by Shakespeare,1,train
"arriage for a month, a week; Or if you do not, make the bridal bed In that dim monument where Tybalt lies. Lady. Talk",THE TRAGEDY OF ROMEO AND JULIET,0,train
"oss, The Carriers jades shall cast their heavy packs, And the strong hedges scarse shall keep them in: The Milk-maids Cuts shall",The Merry Devill of Edmonton by Shakespeare,1,train
"are for that; I need no commission. Hold, here: I command you, in the name of our king Albanact, to appear tomorrow in the town",Locrine Mucedorus by Shakespeare,1,train
"hain: my Master put it off e'en now to say on a new Doublet, and I sneak't it away by little and little most Puritanically. We",The Puritaine Widdow by Shakespeare,1,train
"onsin, and Wyoming. *In Progress We have filed in about 45 states now, but these are the only ones that have responded. As th",A Yorkshire Tragedy by Shakespeare,1,train
"me: the rest of earth, Receive base fortune even before their birth; Hence slaves have their creation; and I think Nature provi",Sir Thomas More by Shakespeare,1,train
of the Project Gutenberg License included with this eBook or online at www.gutenberg.org 1.E.2. If an individual Project Guten,Fair Em by Shakespeare,1,train
"of a woman, it takes me down; I am for the baser element of the kitchen: I retire like a valiant soldier, face point blank to th",The Merry Devill of Edmonton by Shakespeare,1,train
ore potent than the first. Thunder. Second Apparition: a bloody Child. SECOND APPARITION. Macbeth! Macbeth! Macbet,THE TRAGEDY OF MACBETH,0,train
"of their Captivity, then I of ruling Athens: they eate well, looke merrily, discourse of many things, but nothing of their owne",The Two Noble Kinsmen by Shakespeare,1,train
", I hope, ere long. When is the execution of your warrant? LIEUTENANT. Tomorrow morning. MORE. So, sir, I thank ye; I have not",Sir Thomas More by Shakespeare,1,train
. A villain traitor! HARPOOLE. You cowardly rogues! [Sir John escapes.] [Enter Lieutenant and his men.] LIEUTENANT. Who is s,Sir John Oldcastle by Shakespeare,1,train
"blow his nose backward, then with a whip I give him the good time of the day, and straw rushes presently: therefore, I am a rus",Locrine Mucedorus by Shakespeare,1,train
"ft. IAGO. Indeed! OTHELLO. Indeed? ay, indeed. Discern'st thou aught in that? Is he not honest? IAGO. Honest, my lord?",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"he repeals him for her body's lust; And by how much she strives to do him good, She shall undo her credit with the Moor.",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"well Thy love did read by rote, that could not spell. But come, young waverer, come go with me. In one respect I'll",THE TRAGEDY OF ROMEO AND JULIET,0,train
solid virtue The shot of accident nor dart of chance Could neither graze nor pierce? IAGO.,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"e? MARIANA. Madam, be it in secret spoken to your self, if you will but follow the complot I have invented, you",Fair Em by Shakespeare,1,train
"ld be 3l, 5l, or ten li.; there's 20s wanting, sure. WIT. Twenty to one, tis so. I have a trick: my lord comes; stand aside.",Sir Thomas More by Shakespeare,1,train
"ce Be some poor comfort to your aged soul; For therein rests the height of my estate, That you are pleased with t",Fair Em by Shakespeare,1,train
"Do mock their charge with snores. I have drugg'd their possets That death and nature do contend about them, Whether th",THE TRAGEDY OF MACBETH,0,train
"Sword Against th'advice of feare: sure, of another You would not heare me doubted, but your silence Should breake out, though i",The Two Noble Kinsmen by Shakespeare,1,train
armes. DOCTOR. That intemprat surfeit of her eye hath distemperd the other sences: they may returne and settle againe to execu,The Two Noble Kinsmen by Shakespeare,1,train
"Henceforward do your messages yourself. Jul. Here's such a coil! Come, what says Romeo? Nurse. Have you got leave to go to",THE TRAGEDY OF ROMEO AND JULIET,0,train
"soul, As of the body. And so much unlike Him self at first, as if some vexed spirit Had got his form upon him.-- [Enter Husban",A Yorkshire Tragedy by Shakespeare,1,train
"allow disclaimers of implied warranties or the exclusion or limitation of consequential damages, so the above disclaimers and e",The Puritaine Widdow by Shakespeare,1,train
"y well. By this hand, I say 'tis very scurvy, and begin to find myself fopped in it. IAGO. Very well. RODERIGO. I te",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"have patience. Your looks are pale and wild and do import Some misadventure. Rom. Tush, thou art deceiv'd. Leave",THE TRAGEDY OF ROMEO AND JULIET,0,train
"It is called The Marriage of Wit and Wisdom, A matter right pithy and pleasing to hear, Whereof in brief we will show the whole",Sir Thomas More by Shakespeare,1,train
"The palace. Enter Lennox and another Lord. LENNOX. My former speeches have but hit your thoughts, Which can interpret f",THE TRAGEDY OF MACBETH,0,train
"hivall with a lasting fame. In this brave music Envy takes delight, Where I may see them wallow in their blood, To spurn at arms",Locrine Mucedorus by Shakespeare,1,train
"gns but falsehood and deceit. What said I? falsehood? Aye, that filthy crime, For Locrine hath forsaken Gwendoline. Behold the",Locrine Mucedorus by Shakespeare,1,train
"e to the dew-dropping South. Ben. This wind you talk of blows us from ourselves. Supper is done, and we shall come too lat",THE TRAGEDY OF ROMEO AND JULIET,0,train
"Thou shalt have pitty of us both, o Theseus, If unto neither thou shew mercy; stop (As thou art just) thy noble eare against u",The Two Noble Kinsmen by Shakespeare,1,train
d with that ceremonious affection as you were wont. There's a great abatement of kindness appears as well in the gener,THE TRAGEDY OF KING LEAR,0,train
"s him, and it mars him; it sets him on, and it takes him off; it persuades him and disheartens him; makes him stand to a",THE TRAGEDY OF MACBETH,0,train
"speed, And shortly shalbe hither sent to us. MARIANA. Not that I find occasion of mislike My entertainment",Fair Em by Shakespeare,1,train
"ure's course. Aye, woman, wilt thou live in woods with me? AMADINE. Fain would I live, yet loath to live in woods. BREMO. Thou",Locrine Mucedorus by Shakespeare,1,train
"nks on both hands. NICHOLAS. That were rare indeed, la: pray, let me know how. PYE. Nay, tis very necessary thou shouldst kno",The Puritaine Widdow by Shakespeare,1,train
"I, widdow, endure to flatter. WIDDOW. Is this all your business with me? PYE. No, Lady, tis but the induction too'te. You ma",The Puritaine Widdow by Shakespeare,1,train
"durst ne'er have been so bold. KING. Or else you durst be bold to interrupt, And fill our ears with frivolous complaints. Is th",Sir John Oldcastle by Shakespeare,1,train
"tear thy hair, And fall upon the ground, as I do now, Taking the measure of an unmade grave.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"r thousand, beside horse; >From Kent there comes with sir John Old-castle Seven thousand; then from London issue out, Of masters",Sir John Oldcastle by Shakespeare,1,train
"freeze capacities, ye jane Iudgements, have I saide: thus let be, and there let be, and then let be, and no man understand mee?",The Two Noble Kinsmen by Shakespeare,1,train
"sh to his worthy parts; He's great in study; that's the statist's grace, That gains more reverence than the outward place. ERAS",Sir Thomas More by Shakespeare,1,train
"] alteration, modification, or addition to the etext, or [3] any Defect. DISTRIBUTION UNDER ""PROJECT GUTENBERG-tm"" You may dist",Sir Thomas More by Shakespeare,1,train
my Proteus. LUCETTA. All these are servants to deceitful men. JULIA. Base men that use them to so base effect! But truer,THE TWO GENTLEMEN OF VERONA,0,train
". Lear. Say, how is that? Reg. I cannot think my sister in the least Would fail her obligation. If, sir, perchance",THE TRAGEDY OF KING LEAR,0,train
", a computer virus, or computer codes that damage or cannot be read by your equipment. 1.F.2. LIMITED WARRANTY, DISCLAIMER OF",Fair Em by Shakespeare,1,train
"Natures of such deep trust we shall much need; You we first seize on. Edm. I shall serve you, sir, Truly, howev",THE TRAGEDY OF KING LEAR,0,train
"s fools oft times do help to mar the play. [Exeunt all but players.] WIT. Fie, fellow Luggins, you serve us handsomely; do ye",Sir Thomas More by Shakespeare,1,train
"about the court and country. To morrow those favours will turn to frowns: To day I live revenged on my foe, To morrow I die, my",Locrine Mucedorus by Shakespeare,1,train
"ur of his blind brothers and sisters went to it. I have taught him, even as one would say precisely 'Thus I would teach",THE TWO GENTLEMEN OF VERONA,0,train
"geance for my husband's hard purchases. PYE. I wish you to be-think your selves, and leave 'em. WIDDOW. I'll to Sir Godfrey, m",The Puritaine Widdow by Shakespeare,1,train
"ng Clare.] But here comes Raymond, disconsolate and sad, And here's the gallant that must have the wench. JERNINGHAM. I pri'th",The Merry Devill of Edmonton by Shakespeare,1,train
"etext or this ""small print!"" statement. You may however, if you wish, distribute this etext in machine readable binar",The Two Noble Kinsmen by Shakespeare,1,train
Bade her wrong stay and her displeasure fly; She that in wisdom never was so frail To change the cod's head for the sal,THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
"I tell ye true, my lords, in that his majesty Is not informed of this base abuse And daily wrongs are offered to his subjects;",Sir Thomas More by Shakespeare,1,train
"r sence. Not an angle of the aire, Bird melodious, or bird faire, Is absent hence. The Crow, the slaundrous Cuckoe, nor The bod",The Two Noble Kinsmen by Shakespeare,1,train
"r, turn him away. SEGASTO. But dost thou hear? was he not a man? MOUSE. I think he was, for he said he did lead a saltseller l",Locrine Mucedorus by Shakespeare,1,train
"s place, For sure he fills it up with great ability, Yet, if you please to hold him off awhile, You shall by that pe",THE TRAGEDY OF OTHELLO MOOR OF VENICE,0,train
! I fear your disposition. That nature which contemns it origin Cannot be bordered certain in itself. She that he,THE TRAGEDY OF KING LEAR,0,train
"d they grew to perfect amity; Weighing their former wickedness, They termed the time wherein they lived then A golden age, a goo",Locrine Mucedorus by Shakespeare,1,train
"have cleft me. Both for your words and pains I thank you: I cannot but acknowledge grievous wrongs done to my brother, mighty,",A Yorkshire Tragedy by Shakespeare,1,train
"r love from him, Lest it should ravel and be good to none, You must provide to bottom it on me; Which must be done b",THE TWO GENTLEMEN OF VERONA,0,train
"near, wherein thou must be secret. 'Tis not unknown to thee that I have sought To match my friend Sir Thurio to my daug",THE TWO GENTLEMEN OF VERONA,0,train
"Come on, sir: are you ready? [Enter Randall, attired like Sir Thomas More.] RANDALL. Yes, my lord, I stand but on a few point",Sir Thomas More by Shakespeare,1,train
"here? pore soule! IAILOR. Ev'n thus all day long. DAUGHTER. Now for this Charme, that I told you of: you must bring a peece",The Two Noble Kinsmen by Shakespeare,1,train
"y. MOUSE. We'll not have a corner of thy company. MUCEDORUS. I scorn not thee, nor yet the least of thine. MOUSE. That's a li",Locrine Mucedorus by Shakespeare,1,train
"carry them, and smear The sleepy grooms with blood. MACBETH. I'll go no more. I am afraid to think what I have done;",THE TRAGEDY OF MACBETH,0,train
"sy. Mer. Thou hast most kindly hit it. Rom. A most courteous exposition. Mer. Nay, I am the very pink of courtesy. Rom.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"He shall live a man forbid. Weary se'nnights nine times nine Shall he dwindle, peak, and pine; Though his bark ca",THE TRAGEDY OF MACBETH,0,train
"bare-armd? PALAMON. We shall be the nimbler. ARCITE. But use your Gauntlets though; those are o'th least, Prethee take mine",The Two Noble Kinsmen by Shakespeare,1,train
"lurks each where: be won from it. MUCEDORUS. Desist dissuasion, My resolution brooks no battery; Therefore, if thou retain thy",Locrine Mucedorus by Shakespeare,1,train
"ow, Sir? SKIRMISH. Nay, I'll prove it: for the chain was but hid in the rosemary bank all this while, and thou gotst him out of",The Puritaine Widdow by Shakespeare,1,train
"OUNTNEY. What now, Lord Valingford, are you behind? The king had chosen you to go with him. VALINGFORD. So",Fair Em by Shakespeare,1,train
"ir masters, Knowing naught (like dogs) but following. A plague upon your epileptic visage! Smile you my speeches,",THE TRAGEDY OF KING LEAR,0,train
"I threw my hay into the hedge and ran away. SEGASTO. What, from nothing? MOUSE. I warrant you, yes, I saw something, for ther",Locrine Mucedorus by Shakespeare,1,train
"e hundred million readers, which is only ~5% of the present number of computer users. At our revised rates of production, we wi",Sir Thomas More by Shakespeare,1,train
"is moulted, wench. DOLL. Faith, sir John, I might have gone to service again; old master Harpoole told me he would provide me a",Sir John Oldcastle by Shakespeare,1,train
"ice o'er your head, and charm you invisible. EDMOND. What, you could not? make me walk invisible, man! I should laugh at that,",The Puritaine Widdow by Shakespeare,1,train
"xt was produced by Tony Adam. Project Gutenberg Etexts are often created from several printed editions, all of which are confir",A Yorkshire Tragedy by Shakespeare,1,train
"dice, tis I must shred the priest: At all, sir John. SIR JOHN. The devil and all is yours. At that! Sdeath, what casting is",Sir John Oldcastle by Shakespeare,1,train
"ke her, or leave her? Bur. Pardon me, royal sir. Election makes not up on such conditions. Lear. Then leave her, sir; f",THE TRAGEDY OF KING LEAR,0,train
e and official page at http://pglaf.org For additional contact information: Dr. Gregory B. Newby Chief Executive and,Fair Em by Shakespeare,1,train
"s profession is, Lifter, my lord, One that can lift a purse right cunningly. LORD MAYOR. And is that he accuses him? SURESBY.",Sir Thomas More by Shakespeare,1,train
"Ne'er turns the key to th' poor. But for all this, thou shalt have as many dolours for thy daughters as thou canst",THE TRAGEDY OF KING LEAR,0,train
"kingdoms with his feeble steps; Much less shall she that hath Love's wings to fly, And when the flight is made to one so",THE TWO GENTLEMEN OF VERONA,0,train
R. Beware the ides of March. CAESAR. What man is that? BRUTUS. A soothsayer you beware the ides of March. CAESAR. Set him,THE TRAGEDY OF JULIUS CAESAR,0,train
"spent, Rather laide out for purchase: but, alas, Our hands advanc'd before our hearts, what will The fall o'th stroke doe damage",The Two Noble Kinsmen by Shakespeare,1,train
"KNIGHT. Do not repeat it twice I know too much, Would it had ne'er been thought on: Sir, I bleed for you. 1 GENTLEMAN. Your f",A Yorkshire Tragedy by Shakespeare,1,train
"SERVANT. Madam, I will. Exit. LADY MACBETH. Nought's had, all's spent, Where our desir",THE TRAGEDY OF MACBETH,0,train
"y Caius, I shall unfold to thee, as we are going To whom it must be done. LIGARIUS. Set on your foot, And with a h",THE TRAGEDY OF JULIUS CAESAR,0,train
"hould be made to: Project Gutenberg Literary Archive Foundation PMB 113 1739 University Ave. Oxford, MS 38655-4109 Contact us",A Yorkshire Tragedy by Shakespeare,1,train
"her we shall meet again I know not. Therefore our everlasting farewell take. Forever, and forever, farewell, Cassius!",THE TRAGEDY OF JULIUS CAESAR,0,train
"nd queen went on the Thames In barges to hear music: my lord and I Were in a little boat me thought,--Lord, Lord, What strange",Sir Thomas More by Shakespeare,1,train
"aim my name about the field. I am the son of Marcus Cato, ho! A foe to tyrants, and my country's friend. I am the so",THE TRAGEDY OF JULIUS CAESAR,0,train
"hese woes thine, Thou and these woes were all for Rosaline. And art thou chang'd? Pronounce this sentence then: Wome",THE TRAGEDY OF ROMEO AND JULIET,0,train
"you not seen a mighty elephant Slain by the biting of a silly mouse? Even so the chance of war inconstant is. LOCRINE. Peace, u",Locrine Mucedorus by Shakespeare,1,train
"oint Commissioners: favor me so much, On my expence to bring me to the king. BISHOP. What, to Southhampton? COBHAM. Thither,",Sir John Oldcastle by Shakespeare,1,train
ims most of our liability to you. It also tells you how you can distribute copies of this etext if you want to. *BEFORE!* YOU,The Two Noble Kinsmen by Shakespeare,1,train
"at rude uncivil touch; Thou friend of an ill fashion! PROTEUS. Valentine! VALENTINE. Thou common friend, that's without",THE TWO GENTLEMEN OF VERONA,0,train
"y your Maid-servants, (as your Maid-servants will say to me any thing, I thank 'em) both your Daughters are not without Suitors,",The Puritaine Widdow by Shakespeare,1,train
"To have a look of such a worthy mistress. VALENTINE. Leave off discourse of disability; Sweet lady, entertain him for",THE TWO GENTLEMEN OF VERONA,0,train
"his pitcher by the ears? Make haste, lest mine be about your ears ere it be out. Tyb. I am for you.",THE TRAGEDY OF ROMEO AND JULIET,0,train
"you. SIR GODFREY. Good Sister, do: Sweet little Franke, these are men of reputation; you shall be welcome at Court: a great cr",The Puritaine Widdow by Shakespeare,1,train
"the land. COBHAM. Notorious treason! yet I will conceal [Aside.] My secret thoughts, to sound the depth of it. My lord of Cambr",Sir John Oldcastle by Shakespeare,1,train
"orris-dancer. PYE. All's past now,--only to reveal that the chains ith Garden where thou knowst it has lain these two days. CA",The Puritaine Widdow by Shakespeare,1,train
", Lays blame upon his promise. Please't your Highness To grace us with your royal company? MACBETH. The table's full.",THE TRAGEDY OF MACBETH,0,train
